datoteka;vrsta;dimenzije;naslov / opis;koristi
rijec-list.png;slika;512×512;list — leaf (Priroda);sve igre
rijec-list.mp3;zvuk;—;izgovor: „list”;sve igre
rijec-trava.png;slika;512×512;trava — grass (Priroda);sve igre
rijec-trava.mp3;zvuk;—;izgovor: „trava”;sve igre
rijec-grana.png;slika;512×512;grana — branch (Priroda);sve igre
rijec-grana.mp3;zvuk;—;izgovor: „grana”;sve igre
rijec-korijen.png;slika;512×512;korijen — root (Priroda);sve igre
rijec-korijen.mp3;zvuk;—;izgovor: „korijen”;sve igre
rijec-oblak.png;slika;512×512;oblak — cloud (Priroda);sve igre
rijec-oblak.mp3;zvuk;—;izgovor: „oblak”;sve igre
rijec-vjetar.png;slika;512×512;vjetar — wind (Priroda);sve igre
rijec-vjetar.mp3;zvuk;—;izgovor: „vjetar”;sve igre
rijec-snijeg.png;slika;512×512;snijeg — snow (Priroda);sve igre
rijec-snijeg.mp3;zvuk;—;izgovor: „snijeg”;sve igre
rijec-munja.png;slika;512×512;munja — lightning (Priroda);sve igre
rijec-munja.mp3;zvuk;—;izgovor: „munja”;sve igre
rijec-grom.png;slika;512×512;grom — thunder (Priroda);sve igre
rijec-grom.mp3;zvuk;—;izgovor: „grom”;sve igre
rijec-magla.png;slika;512×512;magla — fog (Priroda);sve igre
rijec-magla.mp3;zvuk;—;izgovor: „magla”;sve igre
rijec-duga.png;slika;512×512;duga — rainbow (Priroda);sve igre
rijec-duga.mp3;zvuk;—;izgovor: „duga”;sve igre
rijec-val.png;slika;512×512;val — wave (Priroda);sve igre
rijec-val.mp3;zvuk;—;izgovor: „val”;sve igre
rijec-pijesak.png;slika;512×512;pijesak — sand (Priroda);sve igre
rijec-pijesak.mp3;zvuk;—;izgovor: „pijesak”;sve igre
rijec-kamen.png;slika;512×512;kamen — stone (Priroda);sve igre
rijec-kamen.mp3;zvuk;—;izgovor: „kamen”;sve igre
rijec-zemlja.png;slika;512×512;zemlja — earth (Priroda);sve igre
rijec-zemlja.mp3;zvuk;—;izgovor: „zemlja”;sve igre
rijec-vatra.png;slika;512×512;vatra — fire (Priroda);sve igre
rijec-vatra.mp3;zvuk;—;izgovor: „vatra”;sve igre
rijec-zrak.png;slika;512×512;zrak — air (Priroda);sve igre
rijec-zrak.mp3;zvuk;—;izgovor: „zrak”;sve igre
rijec-priroda.png;slika;512×512;priroda — nature (Priroda);sve igre
rijec-priroda.mp3;zvuk;—;izgovor: „priroda”;sve igre
rijec-spilja.png;slika;512×512;špilja — cave (Priroda);sve igre
rijec-spilja.mp3;zvuk;—;izgovor: „špilja”;sve igre
rijec-slap.png;slika;512×512;slap — waterfall (Priroda);sve igre
rijec-slap.mp3;zvuk;—;izgovor: „slap”;sve igre
rijec-izvor.png;slika;512×512;izvor — spring (Priroda);sve igre
rijec-izvor.mp3;zvuk;—;izgovor: „izvor”;sve igre
rijec-dolina.png;slika;512×512;dolina — valley (Priroda);sve igre
rijec-dolina.mp3;zvuk;—;izgovor: „dolina”;sve igre
rijec-obala.png;slika;512×512;obala — coast (Priroda);sve igre
rijec-obala.mp3;zvuk;—;izgovor: „obala”;sve igre
rijec-biljka.png;slika;512×512;biljka — plant (Priroda);sve igre
rijec-biljka.mp3;zvuk;—;izgovor: „biljka”;sve igre
rijec-sjeme.png;slika;512×512;sjeme — seed (Priroda);sve igre
rijec-sjeme.mp3;zvuk;—;izgovor: „sjeme”;sve igre
rijec-skoljka.png;slika;512×512;školjka — shell (Priroda);sve igre
rijec-skoljka.mp3;zvuk;—;izgovor: „školjka”;sve igre
rijec-koralj.png;slika;512×512;koralj — coral (Priroda);sve igre
rijec-koralj.mp3;zvuk;—;izgovor: „koralj”;sve igre
rijec-ruza.png;slika;512×512;ruža — rose (Priroda);sve igre
rijec-ruza.mp3;zvuk;—;izgovor: „ruža”;sve igre
rijec-potok.png;slika;512×512;potok — stream (Priroda);sve igre
rijec-potok.mp3;zvuk;—;izgovor: „potok”;sve igre
rijec-zima.png;slika;512×512;zima — winter (Vrijeme);sve igre
rijec-zima.mp3;zvuk;—;izgovor: „zima”;sve igre
rijec-ljeto.png;slika;512×512;ljeto — summer (Vrijeme);sve igre
rijec-ljeto.mp3;zvuk;—;izgovor: „ljeto”;sve igre
rijec-proljece.png;slika;512×512;proljeće — spring (Vrijeme);sve igre
rijec-proljece.mp3;zvuk;—;izgovor: „proljeće”;sve igre
rijec-jesen.png;slika;512×512;jesen — autumn (Vrijeme);sve igre
rijec-jesen.mp3;zvuk;—;izgovor: „jesen”;sve igre
rijec-dan.png;slika;512×512;dan — day (Vrijeme);sve igre
rijec-dan.mp3;zvuk;—;izgovor: „dan”;sve igre
rijec-jutro.png;slika;512×512;jutro — morning (Vrijeme);sve igre
rijec-jutro.mp3;zvuk;—;izgovor: „jutro”;sve igre
rijec-vecer.png;slika;512×512;večer — evening (Vrijeme);sve igre
rijec-vecer.mp3;zvuk;—;izgovor: „večer”;sve igre
rijec-noc.png;slika;512×512;noć — night (Vrijeme);sve igre
rijec-noc.mp3;zvuk;—;izgovor: „noć”;sve igre
rijec-podne.png;slika;512×512;podne — noon (Vrijeme);sve igre
rijec-podne.mp3;zvuk;—;izgovor: „podne”;sve igre
rijec-ponoc.png;slika;512×512;ponoć — midnight (Vrijeme);sve igre
rijec-ponoc.mp3;zvuk;—;izgovor: „ponoć”;sve igre
rijec-sat.png;slika;512×512;sat — hour (Vrijeme);sve igre
rijec-sat.mp3;zvuk;—;izgovor: „sat”;sve igre
rijec-minuta.png;slika;512×512;minuta — minute (Vrijeme);sve igre
rijec-minuta.mp3;zvuk;—;izgovor: „minuta”;sve igre
rijec-sekunda.png;slika;512×512;sekunda — second (Vrijeme);sve igre
rijec-sekunda.mp3;zvuk;—;izgovor: „sekunda”;sve igre
rijec-godina.png;slika;512×512;godina — year (Vrijeme);sve igre
rijec-godina.mp3;zvuk;—;izgovor: „godina”;sve igre
rijec-mjesec.png;slika;512×512;mjesec — month (Vrijeme);sve igre
rijec-mjesec.mp3;zvuk;—;izgovor: „mjesec”;sve igre
rijec-tjedan.png;slika;512×512;tjedan — week (Vrijeme);sve igre
rijec-tjedan.mp3;zvuk;—;izgovor: „tjedan”;sve igre
rijec-vikend.png;slika;512×512;vikend — weekend (Vrijeme);sve igre
rijec-vikend.mp3;zvuk;—;izgovor: „vikend”;sve igre
rijec-ponedjeljak.png;slika;512×512;ponedjeljak — Monday (Vrijeme);sve igre
rijec-ponedjeljak.mp3;zvuk;—;izgovor: „ponedjeljak”;sve igre
rijec-utorak.png;slika;512×512;utorak — Tuesday (Vrijeme);sve igre
rijec-utorak.mp3;zvuk;—;izgovor: „utorak”;sve igre
rijec-srijeda.png;slika;512×512;srijeda — Wednesday (Vrijeme);sve igre
rijec-srijeda.mp3;zvuk;—;izgovor: „srijeda”;sve igre
rijec-cetvrtak.png;slika;512×512;četvrtak — Thursday (Vrijeme);sve igre
rijec-cetvrtak.mp3;zvuk;—;izgovor: „četvrtak”;sve igre
rijec-petak.png;slika;512×512;petak — Friday (Vrijeme);sve igre
rijec-petak.mp3;zvuk;—;izgovor: „petak”;sve igre
rijec-subota.png;slika;512×512;subota — Saturday (Vrijeme);sve igre
rijec-subota.mp3;zvuk;—;izgovor: „subota”;sve igre
rijec-nedjelja.png;slika;512×512;nedjelja — Sunday (Vrijeme);sve igre
rijec-nedjelja.mp3;zvuk;—;izgovor: „nedjelja”;sve igre
rijec-sijecanj.png;slika;512×512;siječanj — January (Vrijeme);sve igre
rijec-sijecanj.mp3;zvuk;—;izgovor: „siječanj”;sve igre
rijec-travanj.png;slika;512×512;travanj — April (Vrijeme);sve igre
rijec-travanj.mp3;zvuk;—;izgovor: „travanj”;sve igre
rijec-srpanj.png;slika;512×512;srpanj — July (Vrijeme);sve igre
rijec-srpanj.mp3;zvuk;—;izgovor: „srpanj”;sve igre
rijec-listopad.png;slika;512×512;listopad — October (Vrijeme);sve igre
rijec-listopad.mp3;zvuk;—;izgovor: „listopad”;sve igre
rijec-prosinac.png;slika;512×512;prosinac — December (Vrijeme);sve igre
rijec-prosinac.mp3;zvuk;—;izgovor: „prosinac”;sve igre
rijec-rodendan.png;slika;512×512;rođendan — birthday (Vrijeme);sve igre
rijec-rodendan.mp3;zvuk;—;izgovor: „rođendan”;sve igre
rijec-praznik.png;slika;512×512;praznik — holiday (Vrijeme);sve igre
rijec-praznik.mp3;zvuk;—;izgovor: „praznik”;sve igre
rijec-odmor.png;slika;512×512;odmor — rest (Vrijeme);sve igre
rijec-odmor.mp3;zvuk;—;izgovor: „odmor”;sve igre
rijec-datum.png;slika;512×512;datum — date (Vrijeme);sve igre
rijec-datum.mp3;zvuk;—;izgovor: „datum”;sve igre
rijec-raspored.png;slika;512×512;raspored — schedule (Vrijeme);sve igre
rijec-raspored.mp3;zvuk;—;izgovor: „raspored”;sve igre
rijec-zora.png;slika;512×512;zora — dawn (Vrijeme);sve igre
rijec-zora.mp3;zvuk;—;izgovor: „zora”;sve igre
rijec-sumrak.png;slika;512×512;sumrak — dusk (Vrijeme);sve igre
rijec-sumrak.mp3;zvuk;—;izgovor: „sumrak”;sve igre
rijec-trenutak.png;slika;512×512;trenutak — moment (Vrijeme);sve igre
rijec-trenutak.mp3;zvuk;—;izgovor: „trenutak”;sve igre
rijec-buducnost.png;slika;512×512;budućnost — future (Vrijeme);sve igre
rijec-buducnost.mp3;zvuk;—;izgovor: „budućnost”;sve igre
rijec-proslost.png;slika;512×512;prošlost — past (Vrijeme);sve igre
rijec-proslost.mp3;zvuk;—;izgovor: „prošlost”;sve igre
rijec-stoljece.png;slika;512×512;stoljeće — century (Vrijeme);sve igre
rijec-stoljece.mp3;zvuk;—;izgovor: „stoljeće”;sve igre
rijec-nos.png;slika;512×512;nos — nose (Tijelo);sve igre
rijec-nos.mp3;zvuk;—;izgovor: „nos”;sve igre
rijec-oko.png;slika;512×512;oko — eye (Tijelo);sve igre
rijec-oko.mp3;zvuk;—;izgovor: „oko”;sve igre
rijec-uho.png;slika;512×512;uho — ear (Tijelo);sve igre
rijec-uho.mp3;zvuk;—;izgovor: „uho”;sve igre
rijec-glava.png;slika;512×512;glava — head (Tijelo);sve igre
rijec-glava.mp3;zvuk;—;izgovor: „glava”;sve igre
rijec-kosa.png;slika;512×512;kosa — hair (Tijelo);sve igre
rijec-kosa.mp3;zvuk;—;izgovor: „kosa”;sve igre
rijec-lice.png;slika;512×512;lice — face (Tijelo);sve igre
rijec-lice.mp3;zvuk;—;izgovor: „lice”;sve igre
rijec-usta.png;slika;512×512;usta — mouth (Tijelo);sve igre
rijec-usta.mp3;zvuk;—;izgovor: „usta”;sve igre
rijec-zub.png;slika;512×512;zub — tooth (Tijelo);sve igre
rijec-zub.mp3;zvuk;—;izgovor: „zub”;sve igre
rijec-jezik.png;slika;512×512;jezik — tongue (Tijelo);sve igre
rijec-jezik.mp3;zvuk;—;izgovor: „jezik”;sve igre
rijec-vrat.png;slika;512×512;vrat — neck (Tijelo);sve igre
rijec-vrat.mp3;zvuk;—;izgovor: „vrat”;sve igre
rijec-rame.png;slika;512×512;rame — shoulder (Tijelo);sve igre
rijec-rame.mp3;zvuk;—;izgovor: „rame”;sve igre
rijec-ruka.png;slika;512×512;ruka — hand (Tijelo);sve igre
rijec-ruka.mp3;zvuk;—;izgovor: „ruka”;sve igre
rijec-prst.png;slika;512×512;prst — finger (Tijelo);sve igre
rijec-prst.mp3;zvuk;—;izgovor: „prst”;sve igre
rijec-noga.png;slika;512×512;noga — leg (Tijelo);sve igre
rijec-noga.mp3;zvuk;—;izgovor: „noga”;sve igre
rijec-stopalo.png;slika;512×512;stopalo — foot (Tijelo);sve igre
rijec-stopalo.mp3;zvuk;—;izgovor: „stopalo”;sve igre
rijec-koljeno.png;slika;512×512;koljeno — knee (Tijelo);sve igre
rijec-koljeno.mp3;zvuk;—;izgovor: „koljeno”;sve igre
rijec-leda.png;slika;512×512;leđa — back (Tijelo);sve igre
rijec-leda.mp3;zvuk;—;izgovor: „leđa”;sve igre
rijec-trbuh.png;slika;512×512;trbuh — belly (Tijelo);sve igre
rijec-trbuh.mp3;zvuk;—;izgovor: „trbuh”;sve igre
rijec-srce.png;slika;512×512;srce — heart (Tijelo);sve igre
rijec-srce.mp3;zvuk;—;izgovor: „srce”;sve igre
rijec-mozak.png;slika;512×512;mozak — brain (Tijelo);sve igre
rijec-mozak.mp3;zvuk;—;izgovor: „mozak”;sve igre
rijec-krv.png;slika;512×512;krv — blood (Tijelo);sve igre
rijec-krv.mp3;zvuk;—;izgovor: „krv”;sve igre
rijec-kost.png;slika;512×512;kost — bone (Tijelo);sve igre
rijec-kost.mp3;zvuk;—;izgovor: „kost”;sve igre
rijec-koza-tijelo.png;slika;512×512;koža — skin (Tijelo);sve igre
rijec-koza-tijelo.mp3;zvuk;—;izgovor: „koža”;sve igre
rijec-misic.png;slika;512×512;mišić — muscle (Tijelo);sve igre
rijec-misic.mp3;zvuk;—;izgovor: „mišić”;sve igre
rijec-pluca.png;slika;512×512;pluća — lungs (Tijelo);sve igre
rijec-pluca.mp3;zvuk;—;izgovor: „pluća”;sve igre
rijec-grlo.png;slika;512×512;grlo — throat (Tijelo);sve igre
rijec-grlo.mp3;zvuk;—;izgovor: „grlo”;sve igre
rijec-obrva.png;slika;512×512;obrva — eyebrow (Tijelo);sve igre
rijec-obrva.mp3;zvuk;—;izgovor: „obrva”;sve igre
rijec-brada.png;slika;512×512;brada — chin (Tijelo);sve igre
rijec-brada.mp3;zvuk;—;izgovor: „brada”;sve igre
rijec-tijelo.png;slika;512×512;tijelo — body (Tijelo);sve igre
rijec-tijelo.mp3;zvuk;—;izgovor: „tijelo”;sve igre
rijec-zdravlje.png;slika;512×512;zdravlje — health (Tijelo);sve igre
rijec-zdravlje.mp3;zvuk;—;izgovor: „zdravlje”;sve igre
rijec-ljubav.png;slika;512×512;ljubav — love (Osjećaji);sve igre
rijec-ljubav.mp3;zvuk;—;izgovor: „ljubav”;sve igre
rijec-sreca.png;slika;512×512;sreća — happiness (Osjećaji);sve igre
rijec-sreca.mp3;zvuk;—;izgovor: „sreća”;sve igre
rijec-tuga.png;slika;512×512;tuga — sadness (Osjećaji);sve igre
rijec-tuga.mp3;zvuk;—;izgovor: „tuga”;sve igre
rijec-strah.png;slika;512×512;strah — fear (Osjećaji);sve igre
rijec-strah.mp3;zvuk;—;izgovor: „strah”;sve igre
rijec-ljutnja.png;slika;512×512;ljutnja — anger (Osjećaji);sve igre
rijec-ljutnja.mp3;zvuk;—;izgovor: „ljutnja”;sve igre
rijec-radost.png;slika;512×512;radost — joy (Osjećaji);sve igre
rijec-radost.mp3;zvuk;—;izgovor: „radost”;sve igre
rijec-briga.png;slika;512×512;briga — worry (Osjećaji);sve igre
rijec-briga.mp3;zvuk;—;izgovor: „briga”;sve igre
rijec-nada.png;slika;512×512;nada — hope (Osjećaji);sve igre
rijec-nada.mp3;zvuk;—;izgovor: „nada”;sve igre
rijec-zelja.png;slika;512×512;želja — wish (Osjećaji);sve igre
rijec-zelja.mp3;zvuk;—;izgovor: „želja”;sve igre
rijec-osjecaj.png;slika;512×512;osjećaj — feeling (Osjećaji);sve igre
rijec-osjecaj.mp3;zvuk;—;izgovor: „osjećaj”;sve igre
rijec-misao.png;slika;512×512;misao — thought (Osjećaji);sve igre
rijec-misao.mp3;zvuk;—;izgovor: „misao”;sve igre
rijec-san.png;slika;512×512;san — dream (Osjećaji);sve igre
rijec-san.mp3;zvuk;—;izgovor: „san”;sve igre
rijec-umor.png;slika;512×512;umor — tiredness (Osjećaji);sve igre
rijec-umor.mp3;zvuk;—;izgovor: „umor”;sve igre
rijec-dosada.png;slika;512×512;dosada — boredom (Osjećaji);sve igre
rijec-dosada.mp3;zvuk;—;izgovor: „dosada”;sve igre
rijec-iznenadenje.png;slika;512×512;iznenađenje — surprise (Osjećaji);sve igre
rijec-iznenadenje.mp3;zvuk;—;izgovor: „iznenađenje”;sve igre
rijec-ponos.png;slika;512×512;ponos — pride (Osjećaji);sve igre
rijec-ponos.mp3;zvuk;—;izgovor: „ponos”;sve igre
rijec-sram.png;slika;512×512;sram — shame (Osjećaji);sve igre
rijec-sram.mp3;zvuk;—;izgovor: „sram”;sve igre
rijec-hrabrost.png;slika;512×512;hrabrost — courage (Osjećaji);sve igre
rijec-hrabrost.mp3;zvuk;—;izgovor: „hrabrost”;sve igre
rijec-mir.png;slika;512×512;mir — peace (Osjećaji);sve igre
rijec-mir.mp3;zvuk;—;izgovor: „mir”;sve igre
rijec-smijeh.png;slika;512×512;smijeh — laughter (Osjećaji);sve igre
rijec-smijeh.mp3;zvuk;—;izgovor: „smijeh”;sve igre
rijec-suza.png;slika;512×512;suza — tear (Osjećaji);sve igre
rijec-suza.mp3;zvuk;—;izgovor: „suza”;sve igre
rijec-zagrljaj.png;slika;512×512;zagrljaj — hug (Osjećaji);sve igre
rijec-zagrljaj.mp3;zvuk;—;izgovor: „zagrljaj”;sve igre
rijec-poljubac.png;slika;512×512;poljubac — kiss (Osjećaji);sve igre
rijec-poljubac.mp3;zvuk;—;izgovor: „poljubac”;sve igre
rijec-prijateljstvo.png;slika;512×512;prijateljstvo — friendship (Osjećaji);sve igre
rijec-prijateljstvo.mp3;zvuk;—;izgovor: „prijateljstvo”;sve igre
rijec-strpljenje.png;slika;512×512;strpljenje — patience (Osjećaji);sve igre
rijec-strpljenje.mp3;zvuk;—;izgovor: „strpljenje”;sve igre
rijec-posao.png;slika;512×512;posao — job (Zanimanja);sve igre
rijec-posao.mp3;zvuk;—;izgovor: „posao”;sve igre
rijec-pekar.png;slika;512×512;pekar — baker (Zanimanja);sve igre
rijec-pekar.mp3;zvuk;—;izgovor: „pekar”;sve igre
rijec-kuhar.png;slika;512×512;kuhar — cook (Zanimanja);sve igre
rijec-kuhar.mp3;zvuk;—;izgovor: „kuhar”;sve igre
rijec-konobar.png;slika;512×512;konobar — waiter (Zanimanja);sve igre
rijec-konobar.mp3;zvuk;—;izgovor: „konobar”;sve igre
rijec-vozac.png;slika;512×512;vozač — driver (Zanimanja);sve igre
rijec-vozac.mp3;zvuk;—;izgovor: „vozač”;sve igre
rijec-doktor.png;slika;512×512;doktor — doctor (Zanimanja);sve igre
rijec-doktor.mp3;zvuk;—;izgovor: „doktor”;sve igre
rijec-medicinska-sestra.png;slika;512×512;medicinska sestra — nurse (Zanimanja);sve igre
rijec-medicinska-sestra.mp3;zvuk;—;izgovor: „medicinska sestra”;sve igre
rijec-inzenjer.png;slika;512×512;inženjer — engineer (Zanimanja);sve igre
rijec-inzenjer.mp3;zvuk;—;izgovor: „inženjer”;sve igre
rijec-programer.png;slika;512×512;programer — programmer (Zanimanja);sve igre
rijec-programer.mp3;zvuk;—;izgovor: „programer”;sve igre
rijec-novinar.png;slika;512×512;novinar — journalist (Zanimanja);sve igre
rijec-novinar.mp3;zvuk;—;izgovor: „novinar”;sve igre
rijec-glumac.png;slika;512×512;glumac — actor (Zanimanja);sve igre
rijec-glumac.mp3;zvuk;—;izgovor: „glumac”;sve igre
rijec-pjevac.png;slika;512×512;pjevač — singer (Zanimanja);sve igre
rijec-pjevac.mp3;zvuk;—;izgovor: „pjevač”;sve igre
rijec-slikar.png;slika;512×512;slikar — painter (Zanimanja);sve igre
rijec-slikar.mp3;zvuk;—;izgovor: „slikar”;sve igre
rijec-pisac.png;slika;512×512;pisac — writer (Zanimanja);sve igre
rijec-pisac.mp3;zvuk;—;izgovor: „pisac”;sve igre
rijec-odvjetnik.png;slika;512×512;odvjetnik — lawyer (Zanimanja);sve igre
rijec-odvjetnik.mp3;zvuk;—;izgovor: „odvjetnik”;sve igre
rijec-frizer.png;slika;512×512;frizer — hairdresser (Zanimanja);sve igre
rijec-frizer.mp3;zvuk;—;izgovor: „frizer”;sve igre
rijec-prodavac.png;slika;512×512;prodavač — shop assistant (Zanimanja);sve igre
rijec-prodavac.mp3;zvuk;—;izgovor: „prodavač”;sve igre
rijec-vatrogasac.png;slika;512×512;vatrogasac — firefighter (Zanimanja);sve igre
rijec-vatrogasac.mp3;zvuk;—;izgovor: „vatrogasac”;sve igre
rijec-mehanicar.png;slika;512×512;mehaničar — mechanic (Zanimanja);sve igre
rijec-mehanicar.mp3;zvuk;—;izgovor: „mehaničar”;sve igre
rijec-seljak.png;slika;512×512;seljak — farmer (Zanimanja);sve igre
rijec-seljak.mp3;zvuk;—;izgovor: „seljak”;sve igre
rijec-ribar.png;slika;512×512;ribar — fisherman (Zanimanja);sve igre
rijec-ribar.mp3;zvuk;—;izgovor: „ribar”;sve igre
rijec-arhitekt.png;slika;512×512;arhitekt — architect (Zanimanja);sve igre
rijec-arhitekt.mp3;zvuk;—;izgovor: „arhitekt”;sve igre
rijec-znanstvenik.png;slika;512×512;znanstvenik — scientist (Zanimanja);sve igre
rijec-znanstvenik.mp3;zvuk;—;izgovor: „znanstvenik”;sve igre
rijec-vojnik.png;slika;512×512;vojnik — soldier (Zanimanja);sve igre
rijec-vojnik.mp3;zvuk;—;izgovor: „vojnik”;sve igre
rijec-pilot.png;slika;512×512;pilot — pilot (Zanimanja);sve igre
rijec-pilot.mp3;zvuk;—;izgovor: „pilot”;sve igre
rijec-kapetan.png;slika;512×512;kapetan — captain (Zanimanja);sve igre
rijec-kapetan.mp3;zvuk;—;izgovor: „kapetan”;sve igre
rijec-policajac.png;slika;512×512;policajac — police officer (Zanimanja);sve igre
rijec-policajac.mp3;zvuk;—;izgovor: „policajac”;sve igre
rijec-postar.png;slika;512×512;poštar — postman (Zanimanja);sve igre
rijec-postar.mp3;zvuk;—;izgovor: „poštar”;sve igre
rijec-placa.png;slika;512×512;plaća — salary (Zanimanja);sve igre
rijec-placa.mp3;zvuk;—;izgovor: „plaća”;sve igre
rijec-sastanak.png;slika;512×512;sastanak — meeting (Zanimanja);sve igre
rijec-sastanak.mp3;zvuk;—;izgovor: „sastanak”;sve igre
rijec-ugovor.png;slika;512×512;ugovor — contract (Zanimanja);sve igre
rijec-ugovor.mp3;zvuk;—;izgovor: „ugovor”;sve igre
rijec-racunalo.png;slika;512×512;računalo — computer (Tehnika);sve igre
rijec-racunalo.mp3;zvuk;—;izgovor: „računalo”;sve igre
rijec-mobitel.png;slika;512×512;mobitel — mobile phone (Tehnika);sve igre
rijec-mobitel.mp3;zvuk;—;izgovor: „mobitel”;sve igre
rijec-ekran.png;slika;512×512;ekran — screen (Tehnika);sve igre
rijec-ekran.mp3;zvuk;—;izgovor: „ekran”;sve igre
rijec-tipkovnica.png;slika;512×512;tipkovnica — keyboard (Tehnika);sve igre
rijec-tipkovnica.mp3;zvuk;—;izgovor: „tipkovnica”;sve igre
rijec-racunalni-mis.png;slika;512×512;računalni miš — computer mouse (Tehnika);sve igre
rijec-racunalni-mis.mp3;zvuk;—;izgovor: „računalni miš”;sve igre
rijec-internet.png;slika;512×512;internet — internet (Tehnika);sve igre
rijec-internet.mp3;zvuk;—;izgovor: „internet”;sve igre
rijec-lozinka.png;slika;512×512;lozinka — password (Tehnika);sve igre
rijec-lozinka.mp3;zvuk;—;izgovor: „lozinka”;sve igre
rijec-poruka.png;slika;512×512;poruka — message (Tehnika);sve igre
rijec-poruka.mp3;zvuk;—;izgovor: „poruka”;sve igre
rijec-e-posta.png;slika;512×512;e-pošta — e-mail (Tehnika);sve igre
rijec-e-posta.mp3;zvuk;—;izgovor: „e-pošta”;sve igre
rijec-aplikacija.png;slika;512×512;aplikacija — app (Tehnika);sve igre
rijec-aplikacija.mp3;zvuk;—;izgovor: „aplikacija”;sve igre
rijec-igrica.png;slika;512×512;igrica — video game (Tehnika);sve igre
rijec-igrica.mp3;zvuk;—;izgovor: „igrica”;sve igre
rijec-televizor.png;slika;512×512;televizor — television (Tehnika);sve igre
rijec-televizor.mp3;zvuk;—;izgovor: „televizor”;sve igre
rijec-radio.png;slika;512×512;radio — radio (Tehnika);sve igre
rijec-radio.mp3;zvuk;—;izgovor: „radio”;sve igre
rijec-slusalice.png;slika;512×512;slušalice — headphones (Tehnika);sve igre
rijec-slusalice.mp3;zvuk;—;izgovor: „slušalice”;sve igre
rijec-zvucnik.png;slika;512×512;zvučnik — speaker (Tehnika);sve igre
rijec-zvucnik.mp3;zvuk;—;izgovor: „zvučnik”;sve igre
rijec-kamera.png;slika;512×512;kamera — camera (Tehnika);sve igre
rijec-kamera.mp3;zvuk;—;izgovor: „kamera”;sve igre
rijec-punjac.png;slika;512×512;punjač — charger (Tehnika);sve igre
rijec-punjac.mp3;zvuk;—;izgovor: „punjač”;sve igre
rijec-baterija.png;slika;512×512;baterija — battery (Tehnika);sve igre
rijec-baterija.mp3;zvuk;—;izgovor: „baterija”;sve igre
rijec-tipka.png;slika;512×512;tipka — button (Tehnika);sve igre
rijec-tipka.mp3;zvuk;—;izgovor: „tipka”;sve igre
rijec-datoteka.png;slika;512×512;datoteka — file (Tehnika);sve igre
rijec-datoteka.mp3;zvuk;—;izgovor: „datoteka”;sve igre
rijec-video.png;slika;512×512;video — video (Tehnika);sve igre
rijec-video.mp3;zvuk;—;izgovor: „video”;sve igre
rijec-snimka.png;slika;512×512;snimka — recording (Tehnika);sve igre
rijec-snimka.mp3;zvuk;—;izgovor: „snimka”;sve igre
rijec-struja.png;slika;512×512;struja — electricity (Tehnika);sve igre
rijec-struja.mp3;zvuk;—;izgovor: „struja”;sve igre
rijec-put.png;slika;512×512;put — trip (Putovanje);sve igre
rijec-put.mp3;zvuk;—;izgovor: „put”;sve igre
rijec-putovnica.png;slika;512×512;putovnica — passport (Putovanje);sve igre
rijec-putovnica.mp3;zvuk;—;izgovor: „putovnica”;sve igre
rijec-prtljaga.png;slika;512×512;prtljaga — luggage (Putovanje);sve igre
rijec-prtljaga.mp3;zvuk;—;izgovor: „prtljaga”;sve igre
rijec-kofer.png;slika;512×512;kofer — suitcase (Putovanje);sve igre
rijec-kofer.mp3;zvuk;—;izgovor: „kofer”;sve igre
rijec-rezervacija.png;slika;512×512;rezervacija — reservation (Putovanje);sve igre
rijec-rezervacija.mp3;zvuk;—;izgovor: „rezervacija”;sve igre
rijec-smjestaj.png;slika;512×512;smještaj — accommodation (Putovanje);sve igre
rijec-smjestaj.mp3;zvuk;—;izgovor: „smještaj”;sve igre
rijec-recepcija.png;slika;512×512;recepcija — reception (Putovanje);sve igre
rijec-recepcija.mp3;zvuk;—;izgovor: „recepcija”;sve igre
rijec-vodic.png;slika;512×512;vodič — guide (Putovanje);sve igre
rijec-vodic.mp3;zvuk;—;izgovor: „vodič”;sve igre
rijec-izlet.png;slika;512×512;izlet — excursion (Putovanje);sve igre
rijec-izlet.mp3;zvuk;—;izgovor: „izlet”;sve igre
rijec-razgledavanje.png;slika;512×512;razgledavanje — sightseeing (Putovanje);sve igre
rijec-razgledavanje.mp3;zvuk;—;izgovor: „razgledavanje”;sve igre
rijec-suvenir.png;slika;512×512;suvenir — souvenir (Putovanje);sve igre
rijec-suvenir.mp3;zvuk;—;izgovor: „suvenir”;sve igre
rijec-kamp.png;slika;512×512;kamp — camp (Putovanje);sve igre
rijec-kamp.mp3;zvuk;—;izgovor: „kamp”;sve igre
rijec-sator.png;slika;512×512;šator — tent (Putovanje);sve igre
rijec-sator.mp3;zvuk;—;izgovor: „šator”;sve igre
rijec-plan.png;slika;512×512;plan — plan (Putovanje);sve igre
rijec-plan.mp3;zvuk;—;izgovor: „plan”;sve igre
rijec-odrediste.png;slika;512×512;odredište — destination (Putovanje);sve igre
rijec-odrediste.mp3;zvuk;—;izgovor: „odredište”;sve igre
rijec-polazak.png;slika;512×512;polazak — departure (Putovanje);sve igre
rijec-polazak.mp3;zvuk;—;izgovor: „polazak”;sve igre
rijec-dolazak.png;slika;512×512;dolazak — arrival (Putovanje);sve igre
